int_rate,mths_since_last_delinq,revol_util,tot_cur_bal,delinq_2yrs
19.03,,76.8,,0
9.99,18,76.6,118512,1
17.1,,66,13934,0
13.98,,55.4,17702,0
10.15,,54,75119,0
20.2,7,62.4,73624,3
13.66,,75.2,40435,0
25.89,13,26.6,69495,12
13.35,23,43.8,12633,1
12.99,26,67.2,35758,0
12.42,,81.5,,0
7.14,,12.8,,0
17.14,15,91.4,59183,5
6.24,39,24.9,254165,0
14.65,24,43.6,47451,0
17.57,28,42.1,60322,0
6.39,34,55.9,155049,0
20.99,,93.4,101844,0
10.15,62,75.7,335396,0
12.39,52,66.2,103857,0
12.49,,24.3,33632,0
19.52,,57.9,2723,0
10.15,34,93.3,53381,0
9.71,71,50.5,13792,0
18.2,,49.1,30686,0
18.55,5,33.5,112787,1
16.55,58,47.2,48685,0
12.69,10,95.8,90228,1
7.89,37,24.7,263984,0
9.17,81,21.1,220407,0
24.08,9,86.5,20610,1
17.14,,78.5,67670,0
12.69,,91.2,385427,0
16.2,69,94.7,40089,0
12.12,,59.6,138123,0
7.26,44,14,469454,0
6.39,,10.5,196308,0
6.24,,15.1,335658,0
14.99,,74.7,52936,0
20.31,,95.1,13033,0
14.33,5,34.9,198811,2
13.99,69,78.9,16479,0
10.15,,62.8,173920,0
15.22,,81.4,36810,0
11.99,,58,210597,0
13.48,,33.8,,0
8.9,79,60,7311,0
13.67,,26.6,60640,0
19.2,,86.8,21903,0
14.65,,80.8,221877,0
10.15,37,58,97785,0
9.76,,86.7,180148,0
16.99,15,96.9,192980,3
7.69,27,68,17556,0
10.15,,23.3,33597,0
6.03,,28.2,639908,0
14.64,3,72.4,212037,1
13.98,,47.7,3433,0
11.14,76,51.7,231523,0
12.69,9,90.7,561982,3
22.9,42,59.4,44369,0
15.61,,73.9,317378,0
19.19,,86.3,17878,0
17.57,,86.5,21366,0
12.99,,62,215017,0
16.2,,52.3,44754,0
13.99,,66.4,135873,0
6.91,,34.3,,0
11.48,,29.1,26155,0
9.17,79,36.3,95976,0
21.99,,41.5,70851,0
13.43,,32.7,,0
14.09,,86.1,48718,0
12.29,79,96.9,25761,0
17.77,10,36.8,38658,1
17.57,56,78.9,440954,0
11.55,40,39.8,27549,0
8.9,9,81,32285,1
15.88,,90.1,382240,0
18.25,,28.3,100561,0
8.9,,54.9,72837,0
7.89,20,38.7,335676,1
14.31,,91.3,22134,0
7.89,,31,127488,0
7.9,44,53.2,259384,0
13.99,43,71.6,,0
9.99,,54.1,7844,0
9.67,10,3.4,76042,5
12.99,29,93.3,25068,0
22.7,,82.6,8414,0
12.12,,75.1,13493,0
12.29,,52.9,39711,0
14.64,51,63.7,11473,0
21.99,20,62.9,144302,1
16.55,25,50.3,12990,0
19.24,17,77.7,221139,1
10.99,13,82.1,179776,2
17.86,,55.9,68057,0
7.69,,64.2,77845,0
15.77,,54.9,319593,0
17.57,2,94.3,717960,2
11.99,35,64.1,11536,0
12.99,,88.7,21315,0
16.55,49,48.4,252264,0
6.03,,29.1,159681,0
18.84,41,11.8,73431,0
7.26,,77,364753,0
10.99,,34.3,216251,0
11.99,,68.4,96815,0
18.99,,25.4,42303,0
7.69,45,30.1,112405,0
6.03,,19.9,449361,0
17.1,14,61.8,37392,1
11.44,42,90.5,29961,0
11.53,62,66.1,252884,0
10.49,,30.5,14502,0
9.99,,19.8,12991,0
12.99,60,47.7,30908,0
11.67,35,60.8,258508,0
12.99,10,36.4,92927,1
13.33,24,56.4,31995,0
8.18,7,78.5,546440,6
13.35,,94.9,235521,0
11.49,,77.6,30862,0
12.29,24,37.8,114972,0
13.35,,83.5,17290,0
15.21,6,12.4,,2
9.99,14,45,58020,1
14.3,66,28.7,47083,0
10.49,70,31.3,69986,0
12.69,6,36.5,283655,1
11.53,7,77.5,54795,1
12.99,81,46.4,103096,0
13.99,,96.7,182118,0
16.99,,47.5,295860,0
9.17,81,13.5,53478,0
23.43,29,50.4,59868,0
18.99,,79,35173,0
12.29,58,76.2,213121,0
18.25,,66.6,141071,0
6.49,7,72.9,84078,1
17.56,,88.5,406697,0
11.67,35,36.1,37269,0
13.33,,6.4,467055,0
19.19,15,62,62756,1
16.55,,41,38535,1
6.62,,64.3,235304,0
6.03,,3.7,194600,0
12.99,43,36.9,100582,0
14.98,,25.7,24578,0
9.67,16,52.7,286562,2
16.55,36,62.5,52422,0
13.98,,10.4,169349,0
9.99,33,74.4,118572,0
10.64,40,43.3,26732,0
6.89,,24.7,10137,0
9.17,46,90.2,211856,0
13.99,,71.3,37195,0
12.99,,57.9,114807,0
15.61,,68.3,28201,0
14.65,,70.1,41607,0
16.78,,97.2,16535,0
13.99,,68.2,129679,0
24.5,,62.5,48881,0
14.16,12,51.8,248639,1
16.29,61,74.6,367742,0
14.49,8,54.1,235579,2
12.49,7,61.4,281224,5
11.14,,93.2,442540,0
13.16,,29,,0
14.49,15,60.9,276343,3
15.41,,80,237291,0
22.99,,6.2,50989,0
10.59,,29.8,,0
14.09,77,48.1,44387,0
12.69,14,3.3,175437,3
12.69,25,31.3,27877,0
12.69,,60.4,,0
13.11,43,60.1,18051,0
5.32,,34.9,28382,0
12.99,64,102.4,35139,0
15.61,,39.3,104001,0
8.18,,41.8,37537,0
13.33,19,54.1,19653,1
8.18,59,31,15351,0
18.25,,86.6,24341,0
13.99,78,84.6,22330,0
17.57,48,88.7,244720,0
13.99,48,70.3,,0
21.18,10,80,851041,1
9.49,,59.8,336366,0
10.99,,45.5,185435,0
6.62,29,48.7,267327,0
8.18,50,21,12294,3
14.31,,17.5,5159,0
11.67,27,57.2,21903,0
14.47,,74,19841,1
7.9,,56.1,46539,0
10.99,34,48.8,25547,0
6.24,32,39.5,147685,0
7.9,,67.8,,0
13.11,77,45.6,348908,0
8.18,67,74.5,33760,0
10.64,59,87.1,244402,0
7.89,45,50.3,30904,0
9.71,20,61,297878,1
15.1,16,27.8,31007,1
11.53,,64.9,27885,0
9.99,,58.3,179050,0
9.99,46,32.1,53877,0
6.99,,86.9,331879,0
8.18,,41.9,27086,0
6.03,,28.7,,0
17.1,,84.3,24879,0
16.55,,88.2,326257,0
14.64,30,54.5,37966,0
18.25,,57.3,25314,0
20.62,,33.7,,0
15.61,,72,57173,0
15.31,37,45.8,177834,0
13.65,,40.7,29826,0
14.99,,47.3,48018,0
9.99,63,80.9,24092,0
12.29,31,19,43687,0
19.05,51,46.7,26674,0
6.89,22,54.6,41326,1
15.22,,93.2,115746,0
14.49,11,38.9,9886,1
12.29,43,51.2,61810,0
6.89,39,44,322872,0
6.92,28,87,295894,0
5.32,,29.5,305274,0
6.49,77,99.3,431623,0
7.89,,55,56890,0
6.99,17,35.9,18723,1
12.85,41,53.5,23697,0
16.29,,74.3,156809,0
11.99,,34.8,18365,0
13.33,,77.1,37359,0
7.9,,54.7,,0
19.52,55,49.1,254243,0
10.15,,45.8,272273,0
13.66,,90.1,11279,0
9.99,70,48.7,78542,0
16.99,19,50.9,127123,2
18.49,22,85.1,231231,1
8.18,39,32.6,40703,0
9.17,61,32.9,13091,0
16.29,,54.4,14068,0
19.99,28,89.6,59990,0
19.52,,20.7,16399,0
14.65,65,68,27694,0
10.99,,34.7,386150,0
5.32,24,59.4,43330,0
12.49,,57.6,43367,0
11.49,,47.7,15131,0
12.99,,87.4,330688,0
11.53,,38.5,91643,0
5.32,,30.1,447590,0
7.89,19,60.9,315765,1
20.2,37,80.7,163065,0
13.99,4,72.3,146960,5
10.99,4,49.1,460281,2
7.89,,62.9,268343,0
8.19,33,62.5,140378,0
14.09,,53.2,,0
12.29,,71,92349,0
12.39,55,61.7,70495,0
10.64,,64,65959,0
13.11,16,78.8,230715,2
6.03,,10.8,275635,0
13.99,31,97.7,57163,0
6.92,8,19,31911,1
14.99,,50.9,164874,0
13.11,6,23.5,48915,2
6.49,,59.9,599551,0
13.65,54,70.3,44909,0
18.49,16,43.6,40763,5
10.99,,59.4,308841,0
9.99,80,23.4,49529,0
8.9,,49.2,311875,0
14.98,,79.4,33548,0
16.24,,66.4,33639,0
11.53,74,36.8,42267,0
15.99,,63.7,47446,0
13.99,25,27.4,500764,0
14.33,46,64.3,,0
19.19,51,44.5,178373,0
8.39,,27.4,36545,0
7.49,,58,,0
7.26,61,3.8,2693,0
21,39,85,33078,0
7.9,6,61.7,217500,1
11.14,58,73.2,190367,0
11.44,3,4,426313,3
9.17,23,85.7,20350,1
7.62,17,35.2,58217,1
12.49,,61.6,200165,0
8.39,5,43.1,128501,1
6.03,,59.2,,0
15.1,,81.5,52892,0
13.68,40,41,441989,0
12.69,,39.7,152379,0
7.89,11,82.8,29406,1
7.49,,69,,0
13.67,,51.5,3039,0
14.65,23,61.1,169699,1
9.99,39,54.7,,0
12.99,,91.7,21442,0
6.99,33,43.6,34821,0
12.12,19,41.6,,1
21.49,17,68.5,259182,1
7.12,,45.3,15239,0
13.33,,0,35272,0
12.29,26,38.7,17868,0
14.16,4,50.9,26051,6
7.9,38,41.8,127389,0
7.26,8,61.8,325353,1
16.55,29,61.4,38407,0
23.63,52,72.5,235444,0
11.22,,50,25403,0
13.99,26,37.6,546631,0
16.55,,68,19877,0
10.99,47,11,250219,0
15.1,26,62.2,150850,0
13.35,,79,31813,0
22.47,8,96.8,780823,1
13.98,,97.8,19820,0
15.61,80,60,42874,0
12.39,58,56.2,217186,0
14.09,,70.4,144280,0
24.99,,47.6,84970,0
17.57,48,56.8,15783,0
21.99,,90.2,71567,0
17.57,22,84.4,39422,2
9.49,23,23.1,34790,1
10.99,,60.6,230887,0
15.8,,65.1,186159,0
11.99,,62.7,12184,0
15.28,,63.4,,0
13.35,,31.7,260077,0
7.26,20,31.3,78449,1
6.24,,25.8,22603,0
7.89,40,44.2,26146,0
13.67,,39.4,70505,0
14.99,56,54.5,7412,0
14.09,20,86.3,,1
17.86,62,93.3,209598,0
9.99,,60.8,41164,0
10.99,,30,12103,0
16.29,77,94.5,24303,0
10.99,,19.7,29867,0
10.99,,38,163708,0
12.69,12,49.3,112886,1
12.68,70,25.5,,0
8.9,,58.1,23050,0
8.18,,20.7,58718,0
27.31,,87.4,29756,0
18.24,25,57.8,126662,0
16.29,6,56.2,105863,1
10.99,8,34.4,61158,2
10.16,42,49.7,20458,0
15.99,,34.3,131412,0
11.14,,56.7,41810,0
8.39,,49.8,316436,0
13.35,,23.7,191254,0
10.99,,33,,0
6.03,15,25.3,251421,1
16.29,6,87,212000,3
8.18,61,57.8,4678,0
25.57,70,49.1,37781,0
14.49,34,30.5,294961,0
9.17,12,39.4,22978,1
8.39,55,11.3,46424,0
10.99,64,0.2,370204,0
11.53,,29.1,178554,0
6.49,73,47.7,353323,0
15.31,,81.8,,0
12.29,,61.6,26979,0
16.99,,80,149562,0
15.59,,73.1,27056,0
9.67,65,29.9,22032,0
13.99,,56.4,69500,0
12.99,,26.3,113883,0
8.19,,21.5,3979,0
18.55,36,16.2,34963,0
6.39,80,49.6,103032,0
9.99,,50,238895,0
6.24,72,13.9,10474,0
8.18,13,39.7,30469,1
22.45,,94.6,,0
9.17,40,24.4,7916,0
16.2,44,77.7,177413,0
17.57,,77,5041,2
11.53,15,54.9,140888,2
12.69,,60.7,54029,0
6.99,40,57,344690,0
15.61,,62.5,40375,0
19.52,29,59.6,259286,0
8.18,,48.1,77617,0
6.49,,19.4,396208,0
13.67,,67.7,6632,0
6.89,65,9,26775,0
21.99,,65.3,19030,0
12.05,31,15.1,92053,0
11.53,47,80,54441,0
23.4,,57.2,223133,0
13.11,23,21.1,258270,1
12.69,45,82.6,60056,0
19.52,,40.9,37967,0
8.39,,41.2,89252,0
9.17,,54.1,31387,0
15.61,13,73.2,152721,1
7.26,,3.4,23980,0
18.25,5,85.8,183310,2
7.26,,64.2,311499,0
11.53,,89.8,31769,0
15.59,,47,24173,0
8.39,7,27.8,5670,1
15.31,,65.3,,0
13.99,29,68.6,210620,0
12.12,,64.5,24700,0
7.69,,16.6,46863,0
8.18,9,61.5,165662,3
14.65,,82.6,47241,0
10.99,,55.5,16617,0
17.57,18,75.5,35310,1
13.67,4,87.4,552546,2
12.99,,52.7,33329,0
16.29,,42,330820,0
16.29,37,44.4,55799,0
9.76,,50.5,,0
14.49,69,62.9,395567,0
10.99,,85.3,13610,0
11.71,,28.2,,0
12.49,18,22.6,163212,1
14.47,,86.7,189449,0
15.61,23,49.1,524880,1
6.24,,19.1,78757,0
14.47,48,67.7,124379,0
13.11,,73.5,132341,0
5.32,38,27.7,98658,0
15.31,10,83.4,412389,1
15.61,24,27.8,436874,0
16.99,,66.6,168683,0
6.24,43,40,180641,0
7.62,,70.3,149378,0
10.99,26,87.8,312088,0
13.99,,32.9,246475,0
11.99,,60.9,51002,0
9.17,,16.6,428912,0
13.33,,50.9,283427,0
18.54,,49.5,22384,0
13.67,12,73.9,,1
15.22,,65.8,126149,0
11.99,,52,41907,0
13.67,,74.4,,0
18.99,,63.4,62798,0
17.57,35,78.6,175181,0
15.61,,79.2,181840,0
7.49,63,26.2,210837,0
9.71,,36.9,33141,0
15.59,,56.1,58952,0
17.57,19,86.4,40946,2
11.67,,77.1,157204,0
19.99,,75.3,60365,0
16.99,26,66.3,217669,0
12.29,43,5.4,333618,0
12.99,42,58.5,18769,0
16.78,8,30.9,105385,2
11.67,,84.9,19958,0
13.11,44,17.4,,0
15.61,,77.9,94413,0
13.11,53,43,,0
7.89,,68.9,54146,0
9.76,12,12.7,29106,2
18.25,,55,7372,0
7.12,,31.6,148492,0
17.77,,76.6,472150,0
13.99,12,49.2,166112,2
21.6,28,91.7,99060,0
18.75,,63.7,26672,0
9.99,20,59,36919,1
16.99,,49.2,84241,0
12.29,1,49.6,520504,3
11.71,,84.1,,0
9.17,9,59.3,35183,1
10.99,23,77,58324,2
14.99,,41.1,22529,0
12.99,,55.7,153052,0
12.29,36,23.3,8868,0
11.99,51,76,156142,0
10.99,,45.5,87086,0
16.55,25,72.9,258664,0
9.8,10,30,14311,2
10.99,,42,7974,0
8.9,13,56.4,340132,1
5.32,,51.7,143909,0
9.67,,88.5,25041,0
7.26,,43.3,766655,0
12.29,49,7.4,755595,0
16.29,,83.4,352470,0
13.33,,25.7,6424,0
14.49,,69.7,28002,0
10.99,,96.5,311755,0
11.99,,31.5,9284,0
15.31,4,50.5,372120,2
14.65,,63.6,71769,0
13.66,77,11.1,7956,0
10.99,52,32.5,27377,0
6.89,,28.5,15559,0
12.35,,39.7,27744,0
16.49,,91.8,480251,0
13.18,,37.4,161979,0
10.99,,45.2,6062,0
6.39,,30.4,280893,0
17.57,,43.6,30755,0
9.71,27,36.6,70288,0
10.99,,87.3,34642,0
13.35,81,35,23410,0
18.49,,51.5,40812,0
13.33,,72.4,336652,0
9.99,52,18.4,18510,0
14.16,7,59,31990,1
16.99,21,54,245850,2
10.49,31,92.8,71295,0
13.35,28,13.2,,0
17.14,37,90.5,35307,0
16.99,9,38.5,80054,1
8.67,32,41.9,460713,0
12.12,,79.1,,0
24.99,77,62.7,10203,0
11.53,1,30.7,166887,1
7.89,43,94,377258,0
12.49,,63.1,178663,0
24.99,,87.9,36140,0
11.53,4,69.2,289461,1
16.24,14,37,36277,2
15.21,13,56.1,,1
13.33,,73.6,114147,0
10.16,,42.1,40823,0
12.49,,84,31850,0
17.57,20,43.4,106837,3
17.56,5,28.4,27249,1
9.76,57,78.7,179428,0
15.61,,96.1,25824,0
10.99,,14,28592,0
10.99,,31.4,727628,0
10.64,9,60,254019,2
12.99,,17.9,23647,0
18.24,34,88.6,141267,0
16.55,,39.2,210651,0
9.17,,48,319540,0
12.29,14,77.6,199695,2
15.61,22,15.6,330027,1
15.8,65,85.1,56107,0
18.25,,71.8,39845,0
18.2,77,40.9,9495,0
16.49,34,62,13423,0
6.03,,31.1,83594,0
6.49,,45.7,134984,0
15.31,33,43,30889,0
7.89,8,26.5,395474,1
6.92,,35.2,77766,0
17.57,8,54.3,159862,2
5.32,,21.2,29293,0
12.29,66,29.7,48683,0
9.99,13,67,55033,1
13.99,,75,765752,0
11.53,30,90.9,140876,0
15.8,60,78.9,,0
14.65,33,36.8,46230,0
25.8,17,30.6,117272,12
6.99,72,83.9,402989,0
13.66,,60.7,8650,0
16.99,,82.9,39758,0
6.24,,58.3,15887,0
14.49,12,69.7,194667,1
19.48,,54.6,2391,0
9.17,,34.9,181474,0
7.9,,87.9,33139,0
6.03,,12.5,341040,0
11.14,,76.2,156115,0
9.17,,44.3,28823,0
18.99,44,60.4,517333,0
9.99,12,40.9,29674,1
15.61,,46.6,17600,0
18.99,9,68,377424,2
8.18,,71.3,144750,0
11.53,0,19.2,27759,1
7.89,,34.5,165796,0
14.65,43,91.9,166960,0
11.53,,41.2,258835,0
13.33,21,11.6,59511,2
10.16,69,0,356097,0
9.17,13,33.9,39543,1
6.17,,18.7,,0
8.18,14,34,137039,1
12.12,,50,,0
14.99,,13.7,36243,0
14.33,62,69.6,20309,0
11.99,,2.9,11526,0
14.99,4,27.5,113213,2
12.69,16,67.9,248173,1
7.69,,63.1,53127,0
10.78,78,53.4,205298,0
14.33,,38.3,7620,0
9.99,11,75.5,207018,3
13.33,62,50.5,412688,0
11.53,50,86.4,174198,0
8.39,,46.6,17344,0
10.99,,68.7,200096,0
13.99,80,83,214048,0
11.14,,57.9,,0
19.99,,36.7,,0
10.99,,50.2,106923,0
12.29,37,70,211950,0
8.9,,83.3,102032,0
14.33,,68.6,30279,0
13.68,30,58.4,120398,0
11.99,,40,235304,0
9.17,,12.2,44450,0
10.99,9,72.1,235733,4
14.49,,57.6,35516,0
14.65,,89,427944,0
9.67,,57.8,281237,0
18.55,8,60.7,84499,2
13.11,,57.2,109856,0
12.69,,44.8,436946,0
9.17,20,39.2,19667,2
20.2,,80.9,22245,0
8.19,15,55.3,164745,2
13.18,,29,9463,0
10.16,,51.1,63910,0
12.39,37,49.7,393569,0
9.17,,46.6,8749,0
9.99,,42.2,32986,0
6.03,,45,287208,0
10.16,,10.3,229402,0
15.61,,48.8,24793,0
17.56,,46.5,11536,0
16.55,,62,20729,0
12.69,15,44.9,43624,1
11.14,,62.8,76274,0
10.99,,7.8,,0
16.29,,63.5,,0
7.89,29,63.2,32967,0
13.11,,91.9,77893,0
14.17,,83.9,,0
8.18,,49.8,73745,0
11.44,15,97.6,71977,1
7.51,,58.7,,0
16.55,,15,55475,0
12.69,80,70,32871,0
12.99,30,78.8,239079,0
21.98,,57.2,412938,0
19.72,,59.7,,0
10.99,43,65.1,58783,0
15.41,,52.5,4670,0
18.55,,48.1,11190,0
14.49,23,89.2,39577,1
9.17,,35.2,271116,0
17.1,,55.9,9163,0
11.14,,71.8,528493,0
14.33,,69.5,209837,0
14.33,,91.1,110958,0
6.49,,40.1,6242,0
7.9,,45.3,,0
16.29,,40.7,357482,0
12.99,10,64.2,125466,1
14.07,36,52,,0
14.49,,40.8,193453,0
14.33,,31.4,145426,0
12.49,57,18.7,23161,0
12.59,19,56,50284,1
9.76,79,18.5,52225,0
7.12,,48.3,249286,0
9.17,1,29,517399,2
19.05,,92.8,,0
16.4,38,63.3,,0
6.03,,29.7,136184,0
16.29,16,58,78255,1
13.98,69,11.6,58921,0
14.64,60,62.5,72965,0
13.11,35,22.8,1232,0
9.99,33,34,258043,1
12.49,,50.6,13042,0
13.67,23,36.6,,1
12.69,53,71.7,269969,0
23.4,69,64.8,155315,0
21.98,73,51.6,23498,0
15.88,,86.8,254584,0
14.49,,64.2,39232,0
11.14,,44.3,294080,0
15.61,49,48.3,17356,0
15.31,34,49.3,509563,0
9.17,,10.2,12078,0
10.16,,38.3,205741,0
7.26,48,60.7,290565,0
6.39,32,73.6,533524,0
13.33,81,35,31437,0
12.59,24,40.9,88078,0
13.99,,99.1,59214,0
10.64,64,47.1,148544,0
14.09,,77.4,39038,0
14.99,8,64.9,41353,1
16.99,21,109.8,249563,1
10.99,,90.5,93460,0
10.64,56,94.8,18896,0
8.19,28,18,11086,0
14.09,5,65.1,46979,2
9.71,35,28,214156,0
13.99,,55.4,20768,0
18.25,16,61.2,101841,1
15.61,,73.2,111095,0
13.33,4,69,198689,2
13.99,79,82.3,,0
11.99,,21.9,,0
7.89,28,85.7,54280,0
9.17,18,51.4,7866,2
7.62,,58.3,177871,0
14.33,33,24.4,125849,0
11.14,,50.2,179760,0
15.31,18,84.7,243541,1
9.67,68,43.9,48615,0
6.97,,6.5,4293,0
7.29,,62.5,,0
13.67,,67.6,29191,0
14.99,,43.2,187116,0
10.16,,64.5,,0
18.25,,76.6,14011,0
16.99,,62,43142,0
11.99,,85.2,442539,0
15.61,47,10.1,9331,0
18.25,82,1.6,5391,0
8.9,,44.4,202689,0
10.49,,35.4,20929,0
12.99,56,52.1,33545,0
9.99,33,26,78535,0
12.88,,53.7,59630,0
10.99,,87.4,207678,0
17.57,,86.7,267871,0
10.16,,57.3,3609,0
6.92,26,26.5,15600,0
13.67,74,46.4,16946,0
16.59,20,54.8,13848,1
22.74,,64.8,,0
13.11,30,42.4,11487,0
10.99,9,87.1,74764,11
13.67,9,55.8,206574,1
9.99,67,80.2,48440,0
9.71,,49,58224,0
19.19,16,42.1,11054,1
20.31,,62.9,60589,0
9.99,34,53.6,56073,0
7.68,,29.6,,0
7.89,7,41.2,301183,1
10.99,,62.8,28075,0
6.24,72,13.5,19486,0
15.61,,25,4460,0
14.49,,88.1,194680,0
15.61,,80.1,172730,0
7.89,52,40,202143,0
10.59,,32.5,,0
11.22,79,25.7,54829,0
11.99,,91.8,25854,0
12.99,55,66.2,338433,0
14.64,,59,229549,0
14.42,50,70.3,,0
15.8,9,60.8,26867,1
23.43,22,69.5,380835,1
12.35,,56,159751,0
12.42,,82,,0
14.65,,81.6,19555,0
14.49,,63.7,304258,0
11.46,32,33,,0
18.92,,77.4,38590,0
5.32,,9.2,126606,0
19.05,,56.8,231652,0
13.67,,70.7,13264,0
18.92,,70.3,101933,0
13.98,15,54,6588,1
10.99,,44.5,60635,0
7.49,71,87.3,32316,0
18.24,,33,20205,1
14.65,,46.2,235570,0
9.49,,91,191424,0
18.55,76,15.5,51555,0
20.49,76,38,100269,0
6.24,,33.1,280373,0
19.22,,64.3,,0
7.26,,78.7,456016,0
20.49,10,19.8,20638,2
10.65,,78.7,,0
15.61,24,56.2,207198,0
18.25,,85.1,422611,0
6.24,,21.1,291260,0
12.69,46,62.5,237755,0
18.55,65,54.3,115391,0
19.52,29,39.9,12762,0
16.99,,57.1,220110,0
7.26,,83.3,47169,0
7.89,38,89.5,234902,0
12.49,19,51.5,169307,1
15.61,,93.8,9377,0
13.98,,53.2,180666,0
12.99,6,94.2,295847,3
18.75,,41,23311,0
18.25,22,95.9,327168,1
13.49,10,65.4,,1
9.99,38,33.3,237046,0
6,,85.9,504457,0
12.39,,79.7,17427,0
13.33,28,46.1,574343,0
12.88,35,29.2,27071,0
8.18,,26,152302,0
10.99,,55.1,56626,0
13.99,,64.3,16418,0
13.11,,84.4,132514,0
12.39,,96.5,73978,0
21,,68.2,79934,0
8.18,,40.6,197014,0
10.15,17,79.6,21751,1
11.72,0,95.1,,0
16.29,,61.1,,0
18.75,,8.9,284528,0
14.64,,34.9,166349,0
23.99,,53.4,58768,0
12.12,,65.4,13543,0
9.17,80,78.1,29019,0
6.03,,67.4,320923,0
18.55,,63.6,132955,0
15.8,45,55,131871,0
16.55,,48.4,106575,0
13.18,,94.9,319053,0
16.55,42,36.7,13616,0
12.12,,63.2,96829,0
12.49,0,72.5,,0
11.11,45,70.4,,0
13.11,,33.3,38578,0
13.49,43,86.3,,0
17.56,70,63.5,,0
10.15,25,28.5,454633,0
12.29,,3,10276,0
9.99,,89,56892,0
15.61,,80,37475,0
7.69,,29.3,8154,0
11.49,,72,38693,0
10.99,34,48,403465,0
14.65,6,46,364712,3
6.03,,24.1,,0
12.69,28,52.5,245057,0
12.39,,80.3,91173,0
5.32,,28,20862,0
14.99,,28,103828,0
7.89,35,57.8,37666,0
8.18,,35,149049,0
9.17,28,54,336007,0
20.99,77,81.1,8021,0
11.44,19,33.1,174191,1
14.49,,84.5,157149,0
9.17,63,62.5,204362,0
10.99,5,89.3,147445,1
8.18,,37.1,369330,0
17.56,15,56.7,25342,2
12.69,,74.7,93509,0
11.99,,51.6,37292,0
13.99,,61,200035,0
10.99,28,48.3,64534,0
15.88,,74.6,9771,0
18.55,47,93.2,122389,0
8.67,,76.4,87592,0
17.27,,63.4,,0
9.67,,52.4,292017,0
19.19,,76.5,246430,0
12.99,14,95.8,258117,3
13.98,,92.4,15065,0
10.99,,24.4,37020,0
6.24,,10.9,294969,0
12.99,20,19.5,31777,6
13.53,,75.2,16210,0
10.99,,43,390146,0
10.99,52,60.7,275441,0
16.55,,50.4,78004,0
13.35,44,69.3,469475,0
8.9,20,53.8,227668,1
11.99,,31,6183,0
7.89,,6.3,46478,0
8.9,,58.8,,0
14.99,10,56.8,267382,1
14.99,,93.3,148982,0
13.99,31,52,383887,0
6.03,36,24.8,59195,0
15.41,22,80.4,13872,1
10.99,,50.3,274504,0
22.4,19,91.6,160316,1
12.99,,56,331703,0
16.29,6,17.7,80584,1
18.25,40,47.1,226041,0
13.99,44,60.3,15731,0
23.76,22,85.5,171029,1
11.49,,40.8,343932,0
12.99,,78.6,387316,0
12.99,6,65.1,14399,1
10.99,5,14.7,144466,2
18.92,,27.3,46945,0
12.29,54,60,133743,0
11.48,,24.6,,0
12.99,1,22.8,58940,5
18.25,26,34,6484,0
8.18,45,76.3,257062,0
12.69,38,40.5,11538,0
16.29,23,34.7,22711,1
15.8,13,48.5,202198,1
11.99,31,77.2,386482,0
8.9,,69.5,,0
9.17,,95.7,53292,0
7.89,79,68,342976,0
11.53,,91.4,44054,0
6.62,,50.4,35232,0
9.99,38,56.5,250410,0
14.33,,47.9,174323,0
9.67,27,83.8,204742,0
11.55,,59,59245,0
11.99,,13,44775,0
11.48,63,74.2,,0
13.99,,25.2,74224,0
18.49,23,65,206970,1
6.89,,10.2,23541,0
12.99,,48.9,41179,0
17.86,,92.4,31596,0
19.22,,93.7,,0
12.99,54,39.8,18336,0
9.17,,81.9,29176,0
14.33,39,94.6,16552,0
9.99,61,66.9,29267,0
8.9,,71.8,375828,0
12.69,77,3.9,1642,0
11.99,22,3.5,,1
13.18,,65,247426,0
12.29,6,92.8,303651,2
12.22,20,74.8,,1
13.98,,75.1,25998,0
11.48,29,26,208157,0
13.98,,84.4,774529,0
7.89,22,86.7,410646,1
15.61,,64.3,176297,0
14.33,,68.5,455605,0
7.62,,47.6,,0
12.39,35,44.6,120021,0
15.31,,30.5,18568,0
9.17,32,47.1,375290,0
15.88,,18,237214,0
7.26,,58.9,385039,0
9.17,12,84.1,54504,2
10.99,,55.6,24224,0
9.99,54,76.3,304255,0
16.24,15,39.1,182566,1
18.25,,92.9,,0
15.99,26,57.6,24537,0
7.9,,43.7,207871,0
12.29,81,94.3,31651,0
15.1,,15.8,3242,0
16.32,10,64.5,,2
19.52,,62,30131,0
7.69,74,82,28370,0
13.66,,44.5,51425,0
7.89,61,59.7,32469,0
11.67,,58.3,302249,0
18.99,,93.3,20357,0
15.96,,79,,0
18.39,20,76.8,,1
13.11,49,79.9,206050,0
23.7,47,31,1549,0
14.65,2,96.9,399327,1
7.49,,15,217058,0
13.68,49,26.5,20665,0
15.61,,94.4,9632,0
16.99,10,61.7,31322,1
19.99,,77.3,87798,0
5.32,,3.3,245073,0
13.35,13,53,69114,2
10.99,,37.2,268486,0
16.29,,47.2,15735,0
9.99,81,53,258023,0
9.67,14,32.1,34966,1
13.98,3,15.7,194595,1
16.99,44,43.2,267751,0
16.29,42,63.3,72692,0
12.69,,21.6,18076,0
12.59,24,20.4,128764,0
7.89,41,29.6,75589,0
14.33,,74.3,207860,0
12.99,70,53.5,216291,0
17.77,23,62.9,8795,1
16.55,25,49.4,53856,0
